10	10	17.718371047385148		1 1 1 1 0 1 1 1 1 0 
10	11	17.729874008758458		1 1 1 1 0 1 1 1 1 0 
10	12	19.100804248152084		1 1 1 1 0 1 1 1 1 0 
10	13	22.491997145657866		0 1 1 0 0 1 1 1 1 0 
10	14	22.61674238368766		1 1 1 0 0 0 1 1 1 0 
10	15	23.32152601012264		1 1 1 0 0 0 1 1 1 0 
10	16	25.19947401253914		1 1 1 0 0 0 1 1 1 0 
10	17	26.220350729895806		1 1 1 0 0 0 1 1 1 0 
10	18	27.96907375819081		1 1 1 0 0 0 1 1 1 0 
10	19	29.03284584028262		1 0 1 0 0 0 1 1 1 0 
10	20	30.58184967527021		1 0 1 0 0 0 1 1 1 0 
10	21	31.149791925880074		1 0 1 0 0 0 1 1 1 0 
10	22	32.49874603447791		1 1 1 0 0 0 1 1 1 0 
10	23	34.07010224767025		1 1 1 0 0 0 1 1 1 0 
10	24	33.790565199897294		1 0 1 0 0 0 1 1 1 1 
10	25	33.72540104233561		1 0 1 0 0 0 1 1 1 1 
10	26	36.22648123548576		1 0 1 0 0 0 1 1 1 1 
10	27	36.47000987751857		1 0 1 0 0 0 1 1 1 1 
10	28	37.83069832272258		1 0 0 0 0 0 1 1 1 1 
10	29	38.82329730242342		1 0 0 0 0 0 1 1 1 1 
10	30	40.27000553083772		1 0 0 0 0 0 1 1 1 1 
10	31	40.32257582026764		1 0 0 0 0 0 1 1 1 1 
10	32	40.09131121106756		1 0 0 0 0 0 1 1 1 1 
10	33	42.20435121039186		1 0 0 0 0 0 1 1 1 1 
10	34	44.08571172200537		1 0 0 0 0 0 1 1 1 1 
10	35	46.612452927985395		1 0 0 0 0 0 1 1 1 1 
10	36	48.66906398382381		1 0 0 0 0 0 1 1 1 1 
10	37	45.44526298677257		1 0 0 0 0 0 1 1 1 1 
10	38	45.00323232566595		1 0 0 0 0 0 1 1 1 1 
10	39	52.92578908590749		1 0 0 1 0 0 1 1 1 0 
10	40	52.99940888832713		1 0 0 1 0 0 1 1 1 0 
10	41	57.598247954843785		1 0 0 1 0 0 1 1 1 0 
10	42	51.04709939026332		1 0 0 1 0 0 1 1 1 0 
10	43	50.51532421476746		1 0 0 1 0 0 1 1 1 0 
10	5	19.044979185632762		1 1 1 1 0 0 1 0 1 0 
10	6	17.58060588286397		1 1 1 1 1 0 1 0 1 0 
10	7	16.57092991238711		1 1 1 0 0 1 1 0 1 0 
10	8	16.69414816143782		1 1 1 1 1 1 1 1 1 0 
10	9	16.62206366106936		1 1 1 1 0 1 1 1 1 0 
11	10	16.351981140771294		1 1 1 1 0 1 1 1 1 0 
11	11	17.98566605701038		1 1 1 1 1 1 1 1 1 0 
11	12	17.331107304171674		1 1 1 1 0 1 1 1 1 0 
11	13	18.470084725770317		1 1 1 1 0 1 1 1 1 0 
11	14	18.92923523549524		1 1 1 1 1 1 1 1 1 0 
11	15	23.40448967796222		0 1 1 0 0 1 1 1 1 0 
11	16	24.929493565674367		1 1 1 0 0 0 1 1 1 0 
11	17	25.762660805291596		1 1 1 0 0 0 1 1 1 0 
11	18	27.54877411436316		1 0 1 0 0 0 1 1 1 0 
11	19	28.824607535753415		1 1 1 0 0 0 1 1 1 0 
11	20	27.936852441414334		1 0 1 0 0 0 1 1 1 0 
11	21	30.906269844445067		1 0 1 0 0 0 1 1 1 0 
11	22	32.9353609072652		1 1 1 0 0 0 1 1 1 0 
11	23	33.809338452935556		1 1 1 0 0 0 1 1 1 0 
11	24	34.48138678277837		1 1 1 0 0 0 1 1 1 0 
11	25	33.76717321478717		1 1 1 0 0 0 1 1 1 1 
11	26	36.22453071888634		1 0 1 0 0 0 1 1 1 0 
11	27	36.34127154871002		1 0 1 0 0 0 1 1 1 0 
11	28	37.896826201119104		1 0 0 0 0 0 1 1 1 0 
11	29	38.477510753386774		1 0 0 0 0 0 1 1 1 0 
11	30	40.14781110060743		1 0 0 0 0 0 1 1 1 1 
11	31	39.72216055112797		1 0 0 0 0 0 1 1 1 1 
11	32	39.3989817138697		1 0 0 0 0 0 1 1 1 1 
11	33	42.61499598502588		1 0 0 0 0 0 1 1 1 1 
11	34	45.42144073774669		1 0 0 0 0 0 1 1 1 1 
11	35	46.373426250852496		1 0 0 0 0 0 1 1 1 1 
11	36	48.12350615288336		1 0 0 0 0 0 1 1 1 1 
11	37	49.21651998025401		1 0 0 0 0 0 1 1 1 1 
11	38	50.30332579948166		1 0 0 0 0 0 1 1 1 1 
11	39	53.162222252816946		1 0 0 0 0 0 1 1 1 1 
11	40	53.23303456728039		1 0 0 1 0 0 1 1 1 0 
11	41	55.07724515679062		1 0 0 1 0 0 1 1 1 0 
11	42	45.232737392838175		1 0 0 1 0 0 1 1 1 0 
11	43	47.21767209343595		1 0 0 1 0 0 1 1 1 0 
11	5	18.931580138507154		1 1 1 1 1 0 1 0 1 0 
11	6	17.887849128418253		1 1 1 1 1 0 1 0 0 0 
11	7	17.465329622714275		1 1 1 1 0 0 1 0 0 0 
11	8	17.095491588032903		1 1 1 1 1 1 1 1 0 0 
11	9	16.033966872676853		1 1 1 1 1 1 1 1 1 0 
12	10	16.072364593720774		1 1 1 1 0 1 1 1 1 0 
12	11	16.244438926599617		1 1 1 1 1 1 1 1 1 0 
12	12	17.381171572345774		1 1 1 1 1 1 1 1 1 0 
12	13	17.705286580972977		1 1 1 1 0 1 1 1 1 0 
12	14	18.56052332323946		1 1 1 1 1 1 1 1 1 0 
12	15	19.406449939685157		1 1 1 1 1 1 1 1 1 0 
12	16	20.798339126469642		1 1 1 1 0 1 1 1 1 0 
12	17	23.551260357269687		0 1 1 0 0 1 1 1 1 0 
12	18	25.64133076305942		1 1 1 0 0 0 1 1 1 0 
12	19	25.838233377974756		0 0 1 0 0 1 1 1 1 0 
12	20	15.664842193941368		1 1 1 1 0 1 1 1 1 0 
12	21	29.40002308906009		1 0 1 0 0 0 1 1 1 0 
12	22	31.415819742062858		1 0 1 0 0 0 1 1 1 0 
12	23	32.70154682219883		1 1 1 0 0 0 1 1 1 0 
12	24	32.43369817931178		1 1 1 0 0 0 1 1 1 0 
12	25	32.48267093055158		1 1 1 0 0 0 1 1 1 1 
12	26	34.61363590236858		1 0 1 0 0 0 1 1 1 0 
12	27	35.676605491781075		1 0 1 0 0 0 1 1 1 0 
12	28	36.653705158043685		1 0 1 0 0 0 1 1 1 0 
12	29	37.56621685476699		1 0 0 0 0 0 1 1 1 0 
12	30	39.470979476431495		1 0 0 0 0 0 1 1 1 0 
12	31	39.51437456846138		1 0 0 0 0 0 1 1 1 0 
12	32	39.5000800702912		1 0 0 0 0 0 1 1 1 0 
